epoch,iteration,elapsed_time,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,train_total/loss,train_total/acc,train_total/acc_cls,train_total/mean_iu,train_total/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc
1,230,519.925957918,107537.40625,0.50648125,0.5,0.253240625,0.256523256602,,,,,,,,,,
1,231,520.531400919,21732.0703125,0.9840125,0.5,0.49200625,0.968280600156,,,,,,,,,,
1,232,521.120619059,133887.09375,0.38859375,0.50185864141,0.195456536608,0.151859823778,,,,,,,,,,
1,233,521.72061801,47784.734375,0.8424625,0.517345357974,0.440439444348,0.713954724258,,,,,,,,,,
1,234,522.324430943,37607.0507812,0.9395875,0.618375797806,0.569379905888,0.894669955314,,,,,,,,,,
2,235,522.918124914,50052.9023438,0.8880625,0.544627440991,0.472551515467,0.854016052121,,,,,,,,,,
2,236,679.757756948,,,,,,190837.05631,0.95550197341,0.650779850265,0.609697019754,0.91925500238,221518.64927,0.946593968653,0.686756027809,0.625302060132,0.906944898846
2,236,680.453085899,91131.640625,0.79993125,0.854546094574,0.60417081203,0.707133521642,,,,,,,,,,
2,237,681.067503929,32666.9375,0.911075,0.5,0.4555375,0.830057655625,,,,,,,,,,
2,238,681.679332018,10215.8828125,1.0,1.0,1.0,1.0,,,,,,,,,,
2,239,682.275780916,4963.09619141,1.0,1.0,1.0,1.0,,,,,,,,,,
2,240,682.876170874,19464.0234375,0.97935625,0.5,0.489678125,0.959138664414,,,,,,,,,,
2,241,683.471586943,25508.1835938,0.9445,0.5,0.47225,0.89208025,,,,,,,,,,
2,242,684.064789057,38676.015625,0.95555625,0.5,0.477778125,0.913087746914,,,,,,,,,,
2,243,684.671035051,22954.3164062,0.9647875,0.5,0.48239375,0.930814920156,,,,,,,,,,
2,244,685.264791012,14709.2255859,0.98725,0.5,0.493625,0.9746625625,,,,,,,,,,
2,245,685.871394873,86888.859375,0.786575,0.5,0.3932875,0.618700230625,,,,,,,,,,
2,246,686.464416027,12902.6416016,0.986325,0.5,0.4931625,0.972837005625,,,,,,,,,,
2,247,687.06744504,12482.0507812,1.0,1.0,1.0,1.0,,,,,,,,,,
2,248,687.670234919,7874.47460938,0.99245,0.5,0.496225,0.9849570025,,,,,,,,,,
2,249,688.265357018,15255.1494141,0.97654375,0.5,0.488271875,0.953637695664,,,,,,,,,,
2,250,688.868201971,30379.7539062,0.9527,0.5,0.47635,0.90763729,,,,,,,,,,
2,251,689.468335867,19204.9960938,0.96728125,0.5,0.483640625,0.935633016602,,,,,,,,,,
2,252,690.071413994,20783.6113281,0.99166875,0.5,0.495834375,0.983406909727,,,,,,,,,,
2,253,690.673265934,7250.93945312,0.99708125,0.5,0.498540625,0.994171019102,,,,,,,,,,
2,254,691.268043041,47472.2382812,0.927575,0.5,0.4637875,0.860395380625,,,,,,,,,,
2,255,691.873647928,8719.77050781,1.0,1.0,1.0,1.0,,,,,,,,,,
2,256,692.470538855,34543.1640625,0.921775,0.5,0.4608875,0.849669150625,,,,,,,,,,
2,257,693.076103926,15200.7597656,0.97278125,0.5,0.486390625,0.946303360352,,,,,,,,,,
2,258,693.671004057,14467.3535156,0.98028125,0.5,0.490140625,0.960951329102,,,,,,,,,,
2,259,694.274359941,69234.1875,0.85199375,0.5,0.425996875,0.725893350039,,,,,,,,,,
2,260,694.880277872,19655.21875,0.9694625,0.5,0.48473125,0.939857538906,,,,,,,,,,
2,261,695.474691868,5676.03076172,1.0,1.0,1.0,1.0,,,,,,,,,,
2,262,696.080604076,82635.453125,0.805475,0.5,0.4027375,0.648789975625,,,,,,,,,,
2,263,696.676002026,3349.56591797,1.0,1.0,1.0,1.0,,,,,,,,,,
2,264,697.272347927,230209.15625,0.66360625,0.5,0.331803125,0.440373255039,,,,,,,,,,
2,265,697.876152992,9585.48144531,0.996575,0.5,0.4982875,0.993161730625,,,,,,,,,,
2,266,698.473656893,94153.6171875,0.7514,0.5,0.3757,0.56460196,,,,,,,,,,
2,267,699.077276945,19440.5,0.95123125,0.5,0.475615625,0.904840890977,,,,,,,,,,
2,268,699.673843861,2895.98291016,0.99906875,0.5,0.499534375,0.998138367227,,,,,,,,,,
2,269,700.274950027,138902.96875,0.84188125,0.5,0.420940625,0.708764039102,,,,,,,,,,
2,270,700.879894018,4165.05566406,0.99785625,0.5,0.498928125,0.995717095664,,,,,,,,,,
